temperature,relative_humidity,wind_speed,apparent_temperature,activity_level,exposure_duration,cooling_access,age_group,risk_score,risk_class
41.8,25.7,3.9,43.9,1,1,1,2,51.9,1
34.2,33.1,15.1,33.1,2,3,2,2,57.1,1
30.2,28.6,25.9,28.2,3,2,2,1,45.2,1
30.5,22.4,32.8,28.5,2,3,1,2,44.6,1
30.2,74.8,29.4,31.0,2,2,1,2,40.3,1
41.7,18.7,24.9,39.7,1,1,2,1,47.7,1
19.3,30.4,34.7,17.3,2,1,1,3,21.0,0
18.8,27.3,17.0,16.8,1,2,1,1,6.5,0
24.6,86.8,13.7,26.8,3,2,1,2,38.0,1
30.7,59.9,31.8,29.2,2,3,3,2,59.6,1
46.9,24.3,12.0,49.0,2,2,3,2,87.8,3
43.9,88.0,26.3,55.9,2,1,1,2,82.8,3
36.4,24.9,5.4,36.3,1,2,1,3,41.1,1
35.4,20.2,11.5,33.4,2,3,2,2,59.4,1
25.7,79.6,15.3,27.4,2,2,3,2,46.7,1
44.1,67.5,29.4,54.7,2,2,2,2,88.9,3
40.8,83.3,5.0,52.8,2,1,2,2,80.5,2
22.4,60.2,11.7,21.5,2,3,2,2,35.8,0
43.7,91.3,31.4,55.7,1,3,3,2,99.7,3
30.9,60.1,33.7,29.2,1,2,1,2,26.9,0
22.7,66.2,17.1,21.4,2,3,2,1,33.8,0
47.8,33.2,22.0,51.6,1,2,3,2,88.6,3
45.0,56.6,23.7,54.2,2,1,3,2,94.5,3
30.2,68.1,34.4,29.1,3,2,2,1,49.0,1
42.1,77.7,15.4,54.1,2,2,1,2,86.6,3
35.2,42.6,22.8,34.7,3,1,2,3,64.8,2
20.9,81.4,31.1,18.9,2,3,1,2,27.7,0
43.3,77.2,15.2,55.3,1,2,2,3,89.6,3
26.2,86.9,30.2,26.1,3,1,2,1,36.1,1
36.0,87.6,14.8,46.2,3,1,3,2,83.1,3
24.1,21.5,8.4,22.1,2,3,3,1,43.7,1
19.7,66.9,4.6,19.9,2,1,2,1,17.6,0
30.2,29.2,22.8,28.2,1,2,2,2,38.9,1
24.6,37.4,2.6,23.9,2,1,1,1,21.8,0
39.4,50.9,6.6,46.1,2,3,2,2,80.8,2
20.8,84.8,25.9,18.8,3,3,3,3,56.1,1
35.0,89.6,4.2,46.7,2,1,3,2,78.1,2
24.0,51.3,4.9,24.1,1,3,1,3,39.6,1
24.1,88.3,15.2,25.9,2,3,2,2,51.7,1
38.3,21.3,7.4,37.6,1,1,2,3,52.1,1
47.4,40.4,17.4,54.4,2,3,1,1,80.5,2
34.4,39.6,21.6,33.3,2,1,2,1,44.2,1
43.9,38.5,3.4,50.7,3,1,1,1,71.2,2
43.0,46.9,19.6,48.5,3,3,2,2,96.0,3
33.4,88.2,4.5,43.4,3,2,3,3,87.7,3
21.1,30.5,19.1,19.1,3,1,2,2,27.5,0
32.7,73.5,22.0,36.4,1,1,3,3,52.2,1
43.4,29.2,24.5,43.1,1,1,1,2,48.9,1
46.8,16.8,27.9,44.8,2,2,2,2,77.0,2
39.0,47.2,33.0,39.4,1,1,2,1,45.4,1
41.8,44.2,2.1,49.2,2,1,3,1,76.6,2
22.8,94.4,24.4,22.7,2,1,1,3,24.8,0
46.1,69.9,15.4,58.1,1,1,2,3,92.1,3
27.8,46.8,17.1,26.2,2,1,2,2,36.2,1
26.1,49.4,22.1,24.1,1,2,1,1,17.5,0
27.9,17.7,22.0,25.9,2,2,2,3,44.8,1
35.9,70.3,18.7,41.9,1,1,3,2,61.7,2
36.9,66.8,11.4,44.4,2,2,2,3,75.5,2
45.4,70.6,16.6,57.4,1,1,3,2,88.6,3
41.1,67.5,2.9,53.1,2,1,2,3,89.2,3
19.9,65.2,34.1,17.9,2,2,1,1,9.9,0
33.2,72.5,7.1,39.9,3,1,2,2,63.5,2
40.5,78.2,19.6,52.2,2,1,2,2,82.2,3
38.9,85.6,23.9,49.8,3,2,1,2,81.9,3
28.0,51.5,3.3,29.8,2,1,3,1,43.1,1
26.0,29.6,19.3,24.0,2,1,1,3,23.9,0
36.3,29.9,10.1,36.3,3,2,2,3,73.1,2
24.7,90.2,20.0,26.0,3,2,1,2,36.8,1
25.8,69.8,32.2,23.8,1,2,2,3,36.1,1
29.7,92.5,7.7,36.9,3,1,2,2,67.4,2
36.2,69.9,5.4,45.0,3,3,1,2,81.2,3
37.4,56.5,33.6,38.8,3,2,1,2,64.9,2
32.6,69.4,29.2,34.1,1,1,2,1,34.6,0
35.3,89.1,5.7,46.9,2,1,1,2,62.3,2
39.1,61.6,10.9,47.2,1,3,1,2,68.3,2
27.8,41.2,5.5,27.8,2,1,3,3,52.1,1
32.3,82.7,19.3,37.7,1,1,3,1,51.4,1
43.4,70.8,23.2,55.4,1,3,2,1,85.8,3
28.6,51.5,22.3,26.9,3,1,2,2,47.8,1
21.9,53.2,11.0,20.4,1,3,2,3,34.8,0
28.4,28.0,6.5,26.7,1,3,3,2,48.7,1
41.2,55.5,28.1,46.1,2,1,1,1,59.4,1
32.8,42.0,13.1,33.1,2,2,2,2,47.7,1
41.9,40.4,25.5,43.8,2,1,1,3,61.0,2
45.3,92.4,28.8,57.3,2,1,1,3,89.3,3
42.0,44.8,9.6,48.2,2,1,3,1,75.9,2
44.3,85.6,29.3,56.3,2,3,1,1,88.6,3
24.1,65.6,20.3,22.6,1,1,1,3,18.8,0
33.7,45.6,21.4,33.4,3,1,2,3,62.5,2
31.5,66.0,16.6,34.3,3,2,1,1,51.2,1
29.0,56.2,26.4,27.3,1,1,1,3,22.3,0
23.2,58.5,28.9,21.2,2,1,1,2,18.0,0
22.3,82.3,2.2,25.2,1,1,1,1,14.5,0
25.9,27.8,25.7,23.9,2,1,1,2,24.6,0
33.6,22.0,17.0,31.6,2,3,2,2,56.4,1
36.8,53.7,14.5,40.9,3,3,1,2,71.8,2
33.3,77.0,24.1,37.6,2,3,2,2,64.8,2
23.4,50.2,6.0,23.0,2,1,2,1,26.0,0
41.6,73.3,32.6,50.6,2,3,3,3,100.0,3
35.3,60.3,22.3,38.3,2,3,3,2,76.9,2
42.0,67.6,21.3,52.1,2,1,2,2,83.2,3
39.1,34.6,21.1,39.0,3,1,2,2,69.0,2
30.5,54.1,23.3,29.7,2,3,1,3,49.6,1
35.1,35.9,10.4,35.8,3,2,2,2,71.8,2
23.4,50.7,29.2,21.4,3,1,1,1,22.9,0
25.4,87.1,17.5,27.3,2,1,1,2,30.1,0
44.9,41.2,21.1,49.7,2,3,1,1,78.7,2
21.0,78.5,15.1,20.5,2,3,2,1,27.6,0
44.5,36.2,20.3,47.7,2,3,3,2,89.2,3
28.5,31.8,26.4,26.5,2,1,2,1,30.2,0
37.1,46.5,4.0,42.0,3,2,3,2,84.8,3
27.1,88.8,23.3,29.0,3,3,2,1,56.7,1
20.0,81.8,7.4,20.9,1,2,3,3,36.6,1
35.3,77.3,26.1,40.8,2,1,1,2,54.2,1
32.3,67.3,26.3,33.9,1,2,1,1,32.2,0
24.3,62.5,5.1,25.6,3,1,1,1,31.1,0
22.6,31.6,5.9,20.6,2,2,2,2,30.2,0
36.2,74.7,4.9,46.0,1,1,1,1,49.7,1
21.6,72.7,16.7,20.5,2,2,3,2,39.0,1
36.7,73.4,3.2,47.0,2,1,1,2,64.5,2
37.8,51.4,30.9,38.9,3,2,1,2,64.4,2
26.5,78.2,24.5,26.6,2,1,1,1,24.6,0
37.9,93.6,7.0,49.9,1,1,3,2,75.7,2
47.0,72.7,29.7,59.0,1,2,2,3,94.5,3
24.4,68.4,21.7,23.1,1,2,2,1,27.6,0
21.6,37.0,16.0,19.6,1,1,1,2,11.7,0
45.7,32.0,2.9,51.6,3,3,2,1,100.0,3
30.7,43.9,7.3,31.7,1,1,1,2,29.3,0
19.8,72.5,33.8,17.8,2,3,1,2,26.1,0
37.5,87.1,13.3,49.4,1,3,3,2,89.0,3
37.3,32.7,25.4,35.3,1,1,1,2,38.3,1
32.9,88.1,23.1,38.9,1,3,1,1,48.2,1
31.3,69.2,34.9,30.9,1,1,1,2,27.0,0
43.1,35.1,16.3,45.9,1,2,2,2,68.4,2
33.4,18.1,2.9,31.9,3,2,2,1,50.6,1
20.7,27.9,19.0,18.7,2,2,3,2,36.8,1
31.4,26.9,3.0,30.9,2,3,2,2,55.5,1
31.6,34.7,17.2,29.6,1,1,1,3,31.6,0
28.8,57.5,11.1,30.1,1,3,1,2,42.0,1
23.5,57.5,19.4,21.5,1,1,2,2,18.8,0
18.9,24.6,2.2,16.9,1,2,3,2,19.2,0
45.6,50.2,10.4,55.9,2,1,3,1,92.9,3
35.6,57.0,29.4,36.8,2,1,1,3,49.7,1
27.3,41.4,21.4,25.3,2,2,1,2,33.6,0
38.0,24.9,10.3,37.4,1,2,2,2,53.8,1
39.4,75.6,30.3,47.3,2,1,1,2,65.4,2
47.9,20.3,27.9,45.9,1,2,2,3,71.8,2
42.7,89.3,15.0,54.7,2,3,2,2,100.0,3
24.0,62.2,24.6,22.0,3,1,2,2,33.1,0
21.0,32.3,11.5,19.0,1,1,1,2,8.1,0
23.2,40.8,8.0,21.5,2,3,2,2,33.5,0
47.9,50.7,2.5,59.9,2,3,1,2,97.7,3
47.6,67.8,2.9,59.6,2,2,3,2,100.0,3
19.6,27.7,24.0,17.6,1,3,2,1,19.2,0
45.9,89.9,33.1,57.9,2,1,2,2,88.8,3
44.5,77.4,16.8,56.5,1,1,3,3,91.8,3
39.9,58.0,22.7,45.5,3,3,2,3,98.4,3
45.8,86.5,12.0,57.8,1,2,2,3,89.3,3
28.7,56.1,32.6,26.7,2,1,2,2,37.2,1
42.4,35.8,3.5,47.6,2,1,1,3,71.4,2
43.3,45.4,4.8,51.5,2,1,2,1,78.2,2
38.2,62.2,28.1,42.4,2,1,3,1,70.3,2
39.8,46.4,33.1,40.5,2,3,2,1,69.8,2
39.4,35.7,28.1,38.3,2,1,1,1,45.2,1
45.0,66.4,7.8,57.0,1,3,2,2,93.0,3
21.2,89.5,21.2,20.5,3,2,2,1,35.6,0
37.2,85.8,32.6,44.8,2,1,2,2,68.3,2
36.4,17.0,17.0,34.4,1,1,1,2,36.5,1
21.1,26.4,34.4,19.1,1,2,3,2,25.7,0
33.1,60.9,28.0,33.8,1,2,2,2,46.1,1
36.4,85.4,6.5,48.2,1,1,3,2,70.3,2
30.7,64.9,4.1,35.3,1,1,3,2,51.2,1
40.7,73.0,13.8,52.4,2,2,3,3,100.0,3
21.2,32.1,25.8,19.2,3,1,3,1,29.3,0
25.6,59.5,5.1,27.0,1,3,1,1,29.9,0
27.1,26.6,6.1,25.1,1,1,1,1,11.7,0
26.7,17.3,20.7,24.7,2,1,2,2,35.6,0
41.2,25.1,10.5,41.6,2,2,2,2,66.3,2
46.7,73.4,30.6,58.7,2,2,1,1,86.9,3
47.9,78.0,29.7,59.9,2,3,2,3,100.0,3
34.4,64.3,19.8,38.0,3,1,3,2,69.0,2
45.9,45.5,12.3,54.5,3,1,1,2,84.9,3
27.4,67.8,5.7,30.4,2,2,2,1,42.2,1
28.8,70.8,14.6,31.2,2,1,1,1,29.1,0
38.5,19.9,29.5,36.5,2,2,3,2,65.3,2
39.3,25.1,19.0,37.5,1,1,1,2,42.5,1
19.5,62.5,23.5,17.5,1,1,2,2,12.0,0
29.3,45.0,30.6,27.3,2,2,2,2,44.6,1
32.9,19.0,28.0,30.9,1,1,2,2,33.1,0
40.7,42.2,31.5,41.2,2,2,1,2,61.9,2
24.6,77.5,28.6,22.9,1,1,3,2,29.4,0
41.5,83.3,8.1,53.5,2,2,1,2,78.0,2
28.0,63.7,9.6,30.1,1,2,2,1,35.4,0
26.8,92.1,28.3,28.0,2,3,2,2,51.4,1
30.0,76.1,22.2,32.3,1,1,1,2,32.7,0
47.2,55.3,33.6,56.1,2,2,1,1,84.0,3
40.8,93.4,2.5,52.8,2,2,1,2,82.9,3
44.2,28.8,21.7,44.7,3,1,2,1,71.0,2
42.1,50.7,34.8,45.1,2,1,1,3,70.4,2
45.6,19.3,19.4,44.1,1,2,2,2,66.8,2
28.4,62.1,14.7,29.4,2,1,2,3,43.9,1
25.9,56.1,12.2,25.7,1,2,2,2,30.1,0
44.4,44.0,26.8,48.6,3,1,2,2,82.3,3
37.6,42.1,6.8,41.2,1,3,1,3,66.0,2
22.6,72.0,16.8,21.8,2,2,2,3,36.4,1
42.5,21.8,16.5,41.3,2,2,1,2,57.8,1
37.2,74.4,18.1,45.2,1,3,2,2,73.4,2
32.2,72.1,23.6,35.0,1,3,2,2,55.5,1
25.4,18.3,12.9,23.4,2,1,2,2,30.2,0
33.1,26.6,22.6,31.1,1,3,3,1,53.5,1
43.7,84.1,28.0,55.7,2,2,2,2,91.8,3
45.2,82.4,13.4,57.2,1,1,3,3,94.9,3
25.8,49.2,29.3,23.8,1,2,1,1,15.0,0
39.1,59.2,2.5,48.3,2,2,3,2,86.5,3
25.2,62.7,6.9,26.5,2,2,2,3,45.9,1
35.0,49.0,21.3,35.9,2,1,3,2,54.7,1
19.8,94.5,12.4,20.6,2,1,2,2,23.4,0
29.3,17.9,5.0,27.3,2,2,2,2,43.2,1
25.6,36.4,31.9,23.6,3,2,2,1,39.4,1
21.1,93.1,34.5,19.1,2,1,1,3,23.2,0
46.3,60.3,34.5,55.9,2,2,1,2,88.6,3
21.6,80.3,2.5,23.9,1,3,1,2,26.9,0
29.6,49.7,5.8,31.3,3,2,2,2,53.7,1
32.4,45.9,2.4,35.3,1,1,1,2,34.5,0
26.7,88.4,9.8,31.0,2,3,2,2,58.0,1
19.4,53.6,15.9,17.4,2,3,2,1,27.4,0
27.3,84.3,21.4,29.2,3,2,1,1,42.2,1
43.1,47.3,8.0,51.0,1,3,3,3,94.9,3
35.6,50.0,4.5,40.3,1,2,2,3,61.9,2
20.8,16.0,23.4,18.8,3,1,1,1,15.2,0
43.2,94.4,9.4,55.2,1,3,2,1,81.7,3
35.7,76.8,17.5,43.1,2,1,2,2,61.5,2
30.9,58.9,11.7,33.3,1,2,2,2,47.4,1
41.5,57.2,19.8,48.7,2,2,2,1,79.1,2
33.9,69.6,23.1,37.5,2,1,1,3,51.0,1
43.3,60.5,31.6,50.6,1,2,1,3,75.7,2
22.0,85.5,27.2,20.2,1,3,2,2,28.7,0
18.4,93.2,20.3,16.9,1,3,3,2,27.6,0
22.2,20.8,17.2,20.2,1,1,3,2,19.2,0
38.1,26.0,11.8,37.5,2,2,1,2,55.1,1
43.0,59.1,11.3,53.6,2,2,3,2,97.7,3
46.3,41.7,21.4,52.2,2,3,3,3,100.0,3
25.9,73.5,10.8,27.9,1,3,1,2,30.1,0
27.6,77.4,6.2,31.8,3,1,3,2,60.3,1
42.9,71.8,2.6,54.9,2,1,1,3,86.5,3
46.5,51.7,9.0,58.3,1,3,2,1,90.0,3
22.9,59.8,12.8,21.9,2,2,1,1,15.0,0
42.5,29.6,24.7,41.9,2,1,1,2,55.3,1
29.7,89.7,32.5,31.7,2,1,2,1,37.7,1
38.9,90.9,5.0,50.9,2,3,2,3,98.8,3
44.6,23.7,28.9,42.6,1,1,1,3,54.2,1
42.5,78.5,3.8,54.5,2,1,1,1,71.9,2
30.9,40.1,2.5,32.3,3,1,2,3,61.3,2
41.6,59.9,12.8,50.9,1,3,1,2,77.8,2
32.0,62.4,20.9,33.7,3,1,1,2,53.4,1
30.4,73.6,33.7,30.4,2,2,1,2,40.2,1
42.1,79.9,4.7,54.1,3,2,1,2,94.2,3
34.8,63.9,9.3,40.7,1,1,1,3,51.5,1
41.5,73.3,16.4,53.5,2,3,1,3,95.7,3
30.2,36.8,20.0,28.2,1,1,1,2,25.9,0
47.7,94.7,31.4,59.7,3,2,2,3,100.0,3
45.6,78.8,22.8,57.6,3,1,1,1,88.9,3
28.0,50.6,16.7,27.0,1,1,1,2,19.8,0
29.9,31.5,8.0,28.7,3,2,2,2,55.2,1
41.0,23.6,18.3,39.5,2,2,2,2,65.6,2
20.5,23.0,27.7,18.5,3,1,3,1,30.2,0
27.9,38.6,33.1,25.9,2,1,2,1,33.1,0
29.1,33.7,29.0,27.1,3,2,1,1,39.0,1
18.0,21.6,6.5,16.0,2,1,2,2,17.0,0
22.7,48.4,28.8,20.7,3,1,1,2,25.2,0
39.6,29.6,31.0,37.6,3,2,2,2,67.0,2
19.0,37.6,33.5,17.0,2,2,2,3,26.6,0
31.9,59.1,32.7,30.7,2,2,1,1,37.4,1
20.0,15.8,15.0,18.0,3,2,3,2,45.1,1
18.4,70.2,21.1,16.4,1,1,3,3,18.4,0
39.0,75.8,4.1,51.0,2,2,3,3,98.7,3
47.7,41.9,22.3,54.5,3,3,1,2,98.8,3
35.0,26.7,13.9,33.2,1,1,3,2,48.8,1
35.3,66.5,15.1,40.9,2,3,3,1,71.4,2
32.3,18.5,24.9,30.299999999999997,1,1,1,2,26.0,0
39.5,91.5,23.9,51.5,2,1,2,3,84.0,3
18.1,54.3,14.4,16.1,3,1,1,2,18.8,0
37.0,81.3,4.4,48.9,1,1,1,3,66.1,2
34.1,29.7,4.0,34.5,1,3,2,1,49.8,1
41.7,39.6,30.2,42.3,1,2,1,1,51.8,1
38.3,43.5,2.2,43.5,2,2,3,2,77.3,2
25.3,27.1,31.8,23.3,1,1,1,1,11.4,0
38.4,91.6,32.5,48.5,2,2,3,2,87.0,3
47.5,51.1,30.3,55.9,3,1,2,2,94.9,3
19.4,91.3,9.9,20.2,2,3,2,3,41.7,1
22.2,44.6,19.2,20.2,1,1,2,1,10.9,0
31.3,22.3,13.4,29.3,1,2,2,1,33.3,0
30.9,91.6,5.3,39.3,2,2,1,2,61.1,2
33.7,87.8,25.9,39.8,2,2,2,2,62.9,2
33.1,31.9,14.3,31.6,2,1,2,2,44.5,1
32.1,71.3,5.1,38.3,2,1,1,3,50.7,1
28.2,33.9,19.7,26.2,3,2,1,2,37.5,1
33.3,61.6,31.7,33.5,3,1,3,2,67.1,2
19.6,22.7,19.0,17.6,1,2,1,1,5.0,0
34.1,65.0,29.7,35.8,1,2,1,2,41.9,1
26.3,54.0,11.2,26.2,1,1,2,2,28.8,0
46.6,43.8,21.9,53.3,1,1,1,2,70.2,2
18.4,17.9,8.9,16.4,1,3,2,2,23.8,0
32.9,83.0,6.2,41.3,3,1,2,1,67.9,2
41.3,25.5,5.1,42.9,1,1,1,1,42.9,1
28.3,78.4,9.6,32.4,3,1,1,3,47.7,1
20.9,58.0,6.4,20.4,1,1,1,2,5.0,0
38.6,74.4,17.5,47.9,1,2,3,1,76.4,2
40.5,57.5,5.9,49.7,2,1,3,2,84.5,3
29.6,28.0,20.7,27.6,3,1,1,2,37.4,1
33.0,44.4,20.4,32.4,1,3,3,3,57.9,1
44.7,45.7,25.1,50.0,3,1,2,2,86.6,3
28.9,39.3,11.5,27.8,2,1,2,2,31.3,0
38.5,63.4,8.2,47.1,1,1,1,2,60.3,1
29.3,51.3,6.3,31.0,1,1,3,1,37.0,1
24.5,47.9,6.5,24.1,3,1,2,2,40.3,1
26.0,27.1,24.4,24.0,3,2,3,2,44.5,1
46.5,64.4,26.4,58.5,3,1,1,2,94.2,3
42.6,21.8,21.8,40.6,2,1,1,2,53.8,1
47.0,94.1,33.3,59.0,3,1,1,1,91.1,3
33.9,33.0,10.6,33.6,1,3,3,2,63.3,2
43.5,57.3,15.4,53.2,1,2,1,2,76.6,2
39.8,88.3,20.6,51.8,1,1,2,2,76.4,2
26.0,76.8,31.7,24.3,2,3,1,2,33.6,0
29.1,52.8,30.3,27.1,1,3,2,2,41.3,1
24.3,37.4,4.6,23.1,1,1,2,3,26.0,0
35.2,89.0,32.9,41.4,3,1,1,2,63.3,2
27.7,90.2,21.0,30.6,1,3,1,3,41.3,1
25.2,51.3,34.4,23.2,1,1,2,3,26.1,0
46.0,37.9,34.9,47.8,3,2,2,2,90.1,3
44.9,90.3,28.9,56.9,1,1,1,2,78.1,2
24.6,76.6,9.5,26.5,3,2,1,2,43.4,1
38.6,24.8,33.0,36.6,3,3,1,1,59.3,1
20.8,89.6,11.3,21.8,1,1,3,2,28.2,0
44.9,49.6,31.9,50.2,2,1,3,2,84.6,3
32.9,66.4,7.4,38.4,2,3,1,2,61.0,2
41.9,85.0,29.1,53.9,1,1,2,2,74.8,2
23.6,52.4,5.7,23.5,3,2,1,2,38.2,1
39.0,80.2,28.9,47.8,3,1,3,2,86.5,3
19.4,17.0,7.0,17.4,3,1,1,2,17.0,0
27.6,68.0,33.2,25.6,1,1,1,3,23.2,0
45.6,76.0,19.5,57.6,2,1,3,3,100.0,3
24.0,30.8,22.5,22.0,1,1,2,1,13.6,0
23.6,73.1,30.2,21.6,2,1,2,3,28.1,0
28.6,86.5,23.8,31.1,1,1,1,2,28.9,0
39.0,30.2,19.2,38.2,2,1,1,2,46.7,1
38.8,86.6,29.4,48.8,2,1,1,2,61.8,2
32.1,22.3,3.6,30.9,3,1,1,2,43.9,1
41.6,24.7,18.7,40.5,1,3,1,1,51.0,1
21.0,66.6,33.4,19.0,3,1,3,2,36.9,1
37.0,29.6,5.0,38.1,3,2,3,2,76.7,2
43.8,77.3,17.8,55.8,1,2,1,2,77.2,2
47.1,32.3,24.8,49.6,1,3,3,2,85.1,3
26.8,94.8,13.4,31.2,3,3,2,2,60.6,1
38.0,69.8,30.4,43.3,1,3,2,2,71.0,2
47.8,31.9,23.7,50.8,3,1,3,2,90.9,3
32.4,78.9,4.2,40.2,2,2,1,2,57.8,1
25.1,53.8,12.4,24.3,3,3,2,2,51.4,1
27.7,16.1,23.8,25.7,1,1,2,1,21.7,0
24.9,81.3,17.6,25.9,1,1,2,2,22.6,0
19.4,40.5,20.8,17.4,2,3,2,2,27.3,0
20.2,60.3,32.3,18.2,1,1,1,3,12.1,0
20.7,72.7,21.6,18.7,1,1,2,2,14.4,0
18.0,26.0,10.4,16.0,2,1,1,2,12.0,0
37.6,22.7,26.1,35.6,1,1,3,2,50.7,1
46.4,47.3,19.6,54.6,2,1,2,2,83.2,3
24.5,28.2,18.2,22.5,2,1,2,2,30.6,0
38.2,17.3,33.7,36.2,2,3,2,2,67.4,2
34.3,43.2,29.7,32.3,3,3,2,3,70.1,2
21.5,22.3,27.4,19.5,1,1,3,2,19.7,0
41.6,66.0,8.0,53.5,1,1,1,1,66.3,2
32.6,45.3,34.8,30.6,2,1,3,2,46.1,1
39.3,15.1,15.9,37.3,2,1,1,2,45.4,1
35.2,62.4,32.5,36.5,3,1,3,2,69.3,2
28.4,70.3,3.1,32.7,3,1,2,2,53.6,1
19.1,74.1,34.2,17.1,2,2,3,2,28.7,0
21.3,65.8,23.5,19.3,1,2,1,2,12.2,0
39.6,29.3,13.5,39.9,1,1,2,2,48.3,1
27.0,94.0,30.2,28.2,2,3,2,2,48.3,1
29.8,88.8,15.7,35.0,2,1,1,2,42.6,1
45.0,88.9,26.6,57.0,1,1,1,3,78.3,2
45.8,62.1,26.8,57.0,1,2,3,2,93.6,3
31.5,33.1,31.1,29.5,3,1,2,2,46.9,1
22.4,18.8,12.8,20.4,2,2,2,3,32.6,0
47.6,68.5,19.6,59.6,2,2,3,2,100.0,3
18.2,86.5,20.8,16.2,1,2,1,2,8.9,0
19.3,41.1,31.7,17.3,2,1,2,2,16.8,0
35.6,83.7,6.1,46.4,1,1,1,2,58.2,1
27.1,89.3,6.9,32.3,2,2,3,1,53.6,1
22.1,24.2,26.2,20.1,2,3,3,2,40.4,1
35.8,30.2,21.2,33.8,2,3,3,2,63.3,2
45.7,63.8,33.2,56.1,1,1,1,2,75.5,2
27.8,46.0,4.8,28.5,1,2,1,3,34.4,0
42.9,27.6,24.1,42.0,1,3,1,2,61.7,2
23.5,47.5,23.6,21.5,1,1,2,2,14.5,0
42.0,46.7,29.1,44.9,3,1,2,3,81.3,3
37.5,71.9,31.6,42.6,2,1,2,3,71.9,2
20.7,68.0,18.1,18.7,3,1,1,3,31.0,0
27.1,82.3,3.9,32.1,1,2,3,3,57.8,1
36.3,37.4,14.9,36.8,1,2,2,2,55.8,1
40.8,30.9,6.4,43.4,3,2,1,1,69.4,2
47.7,32.2,31.0,49.3,1,1,1,2,63.2,2
20.0,70.4,24.1,18.0,2,1,3,1,22.9,0
32.4,63.8,26.8,33.4,1,3,1,2,43.6,1
29.1,19.5,33.1,27.1,1,1,2,2,29.0,0
18.9,36.7,32.3,16.9,2,1,2,2,16.6,0
46.4,79.0,28.7,58.4,2,3,1,2,98.5,3
41.9,38.4,31.1,42.1,1,3,2,3,73.7,2
25.8,85.6,17.3,27.8,2,1,3,2,43.8,1
25.8,23.5,28.0,23.8,2,3,3,1,42.4,1
28.8,58.3,19.7,28.6,3,1,2,2,44.4,1
19.9,27.4,21.8,17.9,3,2,2,2,38.1,1
40.7,37.5,10.4,44.1,2,2,3,2,78.1,2
41.1,21.1,8.1,40.9,1,1,1,2,44.3,1
47.0,18.4,25.0,45.0,3,2,3,2,94.9,3
47.3,20.9,30.2,45.3,3,1,2,2,78.9,2
46.0,62.9,13.6,58.0,2,2,1,2,87.7,3
44.9,23.8,5.4,47.3,1,3,3,2,81.4,3
25.5,59.6,8.0,26.3,1,3,1,1,28.6,0
38.6,35.9,31.0,36.6,1,3,3,2,67.9,2
18.0,58.2,8.5,16.3,3,1,2,3,32.9,0
33.6,55.7,21.1,35.0,1,1,1,1,30.9,0
43.8,64.1,14.5,55.8,2,1,2,3,94.4,3
32.9,64.9,31.8,33.4,1,2,1,3,47.2,1
35.9,40.3,9.7,37.8,1,3,2,2,60.9,1
22.6,48.5,31.2,20.6,1,1,3,1,20.7,0
37.6,60.8,32.6,40.2,1,1,1,3,54.1,1
24.6,27.1,12.5,22.6,2,2,2,2,33.1,0
31.9,72.6,7.1,37.8,2,3,2,2,68.3,2
29.3,41.8,10.6,28.8,2,2,2,1,40.2,1
24.1,23.6,23.6,22.1,2,1,1,2,22.7,0
22.7,80.5,4.8,25.1,3,1,3,2,44.6,1
29.2,38.7,23.9,27.2,3,2,2,3,52.6,1
47.7,38.8,2.3,57.3,2,1,1,2,82.9,3
19.8,39.7,12.1,17.8,1,3,1,2,19.2,0
45.5,54.8,23.1,54.7,2,3,2,2,100.0,3
46.8,66.0,11.3,58.8,3,2,2,1,100.0,3
26.9,29.4,22.1,24.9,2,1,1,1,20.9,0
23.5,39.5,4.1,22.5,1,2,2,2,29.2,0
46.1,88.4,20.8,58.1,3,3,1,3,100.0,3
31.4,81.0,15.4,36.6,2,3,1,2,59.7,1
38.9,23.9,20.1,36.9,1,3,2,1,53.9,1
38.6,28.4,2.1,40.6,1,3,2,2,65.6,2
44.2,15.3,22.8,42.2,1,1,1,2,50.9,1
25.0,71.8,32.9,23.0,2,1,2,3,36.1,1
41.0,20.0,16.9,39.0,2,1,3,2,68.6,2
46.0,83.6,7.9,58.0,2,3,3,2,100.0,3
44.5,31.3,28.9,44.5,2,2,2,2,71.4,2
44.5,92.1,32.1,56.5,2,2,1,2,88.3,3
47.0,23.7,34.1,45.0,1,2,2,2,69.8,2
24.8,63.7,5.3,26.3,2,2,3,2,49.5,1
39.8,20.1,17.7,37.8,2,2,3,1,67.4,2
46.6,53.6,14.7,58.1,2,1,2,2,91.9,3
45.0,58.1,5.3,57.0,2,1,2,2,90.1,3
32.0,50.6,15.5,32.9,2,2,1,3,46.5,1
37.3,58.3,11.9,43.2,2,1,2,3,72.7,2
42.7,27.1,14.9,43.4,1,3,1,2,65.1,2
35.2,22.5,12.7,33.2,1,2,2,3,54.8,1
22.9,41.1,21.9,20.9,2,2,1,2,23.8,0
43.8,16.8,10.8,42.7,2,2,2,2,71.8,2
47.9,20.0,16.4,48.0,2,1,2,2,72.2,2
38.4,35.4,13.6,39.6,2,2,2,1,58.7,1
33.3,79.2,28.5,37.1,3,1,2,2,56.6,1
28.3,46.9,21.2,26.3,3,1,1,2,37.5,1
